order_id,order_date,category,product_name,region,unit_price,quantity,total_sales,customer_age,discount_applied,discount_amount,final_sales
1109,2023-05-20,Books,Biography,North,24,4,96,52,0.0,0.0,96.0
1110,2023-05-20,Electronics,Tablet,East,230,4,920,30,0.0,0.0,920.0
1111,2023-05-20,Home,Desk Chair,South,171,1,171,22,0.0,0.0,171.0
1112,2023-05-20,Books,Biography,East,34,4,136,50,0.0,0.0,136.0
1113,2023-05-20,Books,Science Book,North,33,3,99,54,0.0,0.0,99.0
1114,2023-05-20,Home,Desk Chair,South,124,1,124,18,0.0,0.0,124.0
1115,2023-05-20,Home,Lamp,North,168,5,840,26,0.0,0.0,840.0
1116,2023-05-20,Clothing,Sneakers,Central,103,4,412,18,0.0,0.0,412.0
1117,2023-05-20,Clothing,T-Shirt,Central,150,1,150,64,0.0,0.0,150.0
1118,2023-05-20,Electronics,Laptop,West,845,4,3380,45,0.1,338.0,3042.0
1119,2023-05-20,Clothing,Hat,East,76,1,76,31,0.0,0.0,76.0
1120,2023-05-20,Clothing,Hat,West,84,5,420,54,0.0,0.0,420.0
1121,2023-05-21,Clothing,Jeans,East,29,4,116,51,0.0,0.0,116.0
1122,2023-05-21,Home,Bookshelf,East,155,2,310,35,0.0,0.0,310.0
1123,2023-05-21,Clothing,Jeans,East,152,4,608,31,0.0,0.0,608.0
1124,2023-05-21,Electronics,Smart Watch,Central,1102,5,5510,57,0.0,0.0,5510.0
1125,2023-05-21,Clothing,Jacket,West,156,1,156,64,0.0,0.0,156.0
1126,2023-05-21,Home,Vacuum,East,111,4,444,60,0.0,0.0,444.0
1127,2023-05-21,Home,Bookshelf,West,463,4,1852,55,0.0,0.0,1852.0
1128,2023-05-21,Books,Cookbook,West,17,2,34,63,0.1,3.4000000000000004,30.6
1129,2023-05-21,Clothing,Hat,Central,174,3,522,26,0.0,0.0,522.0
1130,2023-05-21,Home,Vacuum,North,327,5,1635,65,0.0,0.0,1635.0
1131,2023-05-22,Home,Lamp,South,95,4,380,59,0.1,38.0,342.0
1132,2023-05-22,Clothing,T-Shirt,East,44,3,132,66,0.2,26.400000000000002,105.6
1133,2023-05-22,Home,Desk Chair,East,427,4,1708,37,0.0,0.0,1708.0
1134,2023-05-22,Clothing,T-Shirt,South,68,5,340,61,0.05,17.0,323.0
1135,2023-05-22,Clothing,T-Shirt,East,45,3,135,68,0.0,0.0,135.0
1136,2023-05-22,Electronics,Laptop,East,591,5,2955,37,0.0,0.0,2955.0
1137,2023-05-22,Clothing,Hat,North,137,2,274,45,0.0,0.0,274.0
1138,2023-05-23,Books,Fiction Novel,South,42,4,168,24,0.0,0.0,168.0
1139,2023-05-23,Home,Vacuum,South,131,5,655,49,0.0,0.0,655.0
1140,2023-05-23,Home,Desk Chair,South,322,3,966,61,0.0,0.0,966.0
1141,2023-05-23,Home,Coffee Maker,South,341,2,682,50,0.0,0.0,682.0
1142,2023-05-23,Clothing,Jacket,North,166,5,830,34,0.0,0.0,830.0
1143,2023-05-23,Clothing,T-Shirt,North,173,2,346,63,0.2,69.2,276.8
1144,2023-05-23,Electronics,Headphones,West,784,1,784,34,0.0,0.0,784.0
1145,2023-05-23,Electronics,Tablet,West,1994,2,3988,69,0.0,0.0,3988.0
1146,2023-05-23,Clothing,Hat,East,168,3,504,52,0.0,0.0,504.0
1147,2023-05-23,Clothing,Hat,West,146,2,292,59,0.0,0.0,292.0
1148,2023-05-23,Clothing,Jacket,Central,69,1,69,66,0.0,0.0,69.0
1149,2023-05-23,Clothing,Hat,West,53,4,212,21,0.0,0.0,212.0
1150,2023-05-24,Electronics,Laptop,South,356,2,712,32,0.1,71.2,640.8
1151,2023-05-25,Electronics,Tablet,Central,1968,5,9840,21,0.0,0.0,9840.0
1152,2023-05-25,Books,Tech Manual,Central,35,4,140,54,0.05,7.0,133.0
1153,2023-05-25,Home,Coffee Maker,South,303,2,606,43,0.05,30.3,575.7
1154,2023-05-25,Books,Cookbook,West,14,3,42,45,0.0,0.0,42.0
1155,2023-05-26,Electronics,Smart Watch,East,1175,1,1175,21,0.0,0.0,1175.0
1156,2023-05-26,Clothing,Hat,South,146,1,146,60,0.0,0.0,146.0
1157,2023-05-27,Electronics,Laptop,Central,766,5,3830,54,0.0,0.0,3830.0
1158,2023-05-27,Books,Cookbook,South,44,1,44,41,0.0,0.0,44.0
1159,2023-05-27,Electronics,Smartphone,Central,231,2,462,25,0.0,0.0,462.0
1160,2023-05-27,Books,Biography,East,17,2,34,66,0.0,0.0,34.0
1161,2023-05-27,Home,Coffee Maker,Central,265,5,1325,56,0.0,0.0,1325.0
1162,2023-05-27,Books,Cookbook,West,24,4,96,43,0.1,9.600000000000001,86.4
1163,2023-05-27,Home,Lamp,North,263,5,1315,67,0.0,0.0,1315.0
1164,2023-05-27,Books,Fiction Novel,West,37,4,148,55,0.0,0.0,148.0
1165,2023-05-27,Home,Vacuum,West,272,5,1360,53,0.0,0.0,1360.0
1166,2023-05-27,Books,Tech Manual,North,18,5,90,61,0.0,0.0,90.0
1167,2023-05-27,Electronics,Smart Watch,Central,1074,4,4296,44,0.0,0.0,4296.0
1168,2023-05-27,Clothing,Sneakers,North,36,1,36,69,0.0,0.0,36.0
1169,2023-05-27,Clothing,Jacket,West,136,2,272,42,0.0,0.0,272.0
1170,2023-05-28,Home,Bookshelf,North,230,5,1150,56,0.0,0.0,1150.0
1171,2023-05-28,Home,Bookshelf,West,355,4,1420,34,0.15,213.0,1207.0
1172,2023-05-28,Clothing,Jeans,East,111,1,111,50,0.0,0.0,111.0
1173,2023-05-28,Books,Science Book,North,41,5,205,43,0.0,0.0,205.0
1174,2023-05-28,Home,Desk Chair,South,111,4,444,42,0.0,0.0,444.0
1175,2023-05-28,Clothing,Sneakers,West,160,1,160,21,0.0,0.0,160.0
1176,2023-05-28,Books,Biography,South,11,3,33,58,0.1,3.3000000000000003,29.7
1177,2023-05-28,Home,Bookshelf,South,257,3,771,59,0.0,0.0,771.0
1178,2023-05-29,Electronics,Headphones,North,1524,1,1524,24,0.0,0.0,1524.0
1179,2023-05-30,Books,Fiction Novel,South,32,4,128,22,0.05,6.4,121.6
1180,2023-05-30,Books,Tech Manual,East,20,2,40,38,0.05,2.0,38.0
1181,2023-05-30,Clothing,Hat,South,102,2,204,21,0.0,0.0,204.0
1182,2023-05-30,Clothing,Sneakers,East,126,1,126,42,0.0,0.0,126.0
1183,2023-05-30,Books,Fiction Novel,Central,43,1,43,45,0.0,0.0,43.0
1184,2023-05-30,Electronics,Headphones,North,206,3,618,23,0.0,0.0,618.0
1185,2023-05-30,Home,Bookshelf,East,373,4,1492,31,0.0,0.0,1492.0
1186,2023-05-30,Home,Lamp,South,85,3,255,52,0.0,0.0,255.0
1187,2023-05-30,Home,Lamp,South,480,1,480,22,0.05,24.0,456.0
1188,2023-05-30,Electronics,Tablet,East,357,5,1785,52,0.0,0.0,1785.0
1189,2023-05-30,Home,Lamp,Central,221,5,1105,47,0.0,0.0,1105.0
1190,2023-05-30,Clothing,Sneakers,South,157,2,314,46,0.0,0.0,314.0
1191,2023-05-30,Electronics,Tablet,South,781,2,1562,56,0.0,0.0,1562.0
1192,2023-05-30,Books,Fiction Novel,East,20,2,40,35,0.15,6.0,34.0
1193,2023-05-31,Home,Desk Chair,East,142,1,142,41,0.0,0.0,142.0
1194,2023-05-31,Clothing,T-Shirt,East,111,1,111,27,0.1,11.100000000000001,99.9
1195,2023-05-31,Clothing,Hat,Central,116,4,464,62,0.05,23.200000000000003,440.8
1196,2023-05-31,Home,Bookshelf,South,72,2,144,37,0.0,0.0,144.0
1197,2023-05-31,Clothing,Sneakers,Central,188,2,376,61,0.0,0.0,376.0
1198,2023-05-31,Home,Coffee Maker,West,150,1,150,49,0.2,30.0,120.0
1199,2023-05-31,Books,Science Book,Central,17,3,51,26,0.1,5.1000000000000005,45.9
1200,2023-05-31,Home,Bookshelf,West,157,5,785,18,0.0,0.0,785.0
1201,2023-05-31,Books,Biography,South,32,5,160,56,0.0,0.0,160.0
1202,2023-05-31,Clothing,Hat,South,165,4,660,68,0.0,0.0,660.0
1203,2023-05-31,Electronics,Headphones,South,757,3,2271,37,0.0,0.0,2271.0
1204,2023-05-31,Electronics,Laptop,South,1427,5,7135,40,0.2,1427.0,5708.0
1205,2023-05-31,Books,Cookbook,East,22,4,88,26,0.2,17.6,70.4
1206,2023-06-01,Books,Biography,North,32,3,96,42,0.0,0.0,96.0
1207,2023-06-01,Home,Vacuum,East,369,1,369,42,0.0,0.0,369.0
1208,2023-06-01,Clothing,Hat,North,191,3,573,32,0.0,0.0,573.0
1209,2023-06-01,Clothing,Hat,West,193,4,772,61,0.0,0.0,772.0
1210,2023-06-01,Home,Lamp,Central,286,3,858,52,0.0,0.0,858.0
1211,2023-06-01,Books,Cookbook,Central,21,3,63,22,0.2,12.600000000000001,50.4
1212,2023-06-02,Clothing,Jacket,North,83,2,166,32,0.0,0.0,166.0
1213,2023-06-02,Electronics,Headphones,North,1045,4,4180,28,0.0,0.0,4180.0
1214,2023-06-02,Clothing,Jacket,South,148,4,592,57,0.0,0.0,592.0
1215,2023-06-02,Clothing,Jacket,Central,76,6,456,38,0.2,91.2,364.8
1216,2023-06-02,Home,Lamp,South,388,5,1940,52,0.0,0.0,1940.0
1217,2023-06-02,Clothing,Jeans,West,148,2,296,23,0.05,14.8,281.2
1218,2023-06-02,Electronics,Tablet,West,264,2,528,60,0.0,0.0,528.0
1219,2023-06-02,Home,Coffee Maker,South,265,1,265,44,0.0,0.0,265.0
1220,2023-06-02,Electronics,Smart Watch,North,468,4,1872,53,0.15,280.8,1591.2
1221,2023-06-03,Books,Science Book,North,49,2,98,21,0.1,9.8,88.2
1222,2023-06-03,Home,Vacuum,West,339,3,1017,32,0.15,152.54999999999998,864.45
1223,2023-06-03,Home,Vacuum,East,437,4,1748,48,0.2,349.6,1398.4
1224,2023-06-03,Electronics,Headphones,East,1158,5,5790,52,0.0,0.0,5790.0
1225,2023-06-03,Electronics,Laptop,North,1802,2,3604,26,0.0,0.0,3604.0
1226,2023-06-03,Clothing,Hat,North,37,3,111,66,0.0,0.0,111.0
1227,2023-06-03,Home,Desk Chair,Central,238,3,714,61,0.0,0.0,714.0
1228,2023-06-03,Home,Coffee Maker,Central,182,3,546,34,0.2,109.2,436.8
1229,2023-06-03,Home,Lamp,East,147,2,294,40,0.0,0.0,294.0
1230,2023-06-03,Books,Cookbook,West,24,4,96,65,0.0,0.0,96.0
1231,2023-06-03,Books,Fiction Novel,South,34,3,102,44,0.0,0.0,102.0
1232,2023-06-03,Electronics,Headphones,East,1846,5,9230,58,0.0,0.0,9230.0
1233,2023-06-03,Electronics,Headphones,Central,1160,1,1160,26,0.0,0.0,1160.0
1234,2023-06-04,Clothing,Hat,North,53,4,212,44,0.0,0.0,212.0
1235,2023-06-04,Clothing,T-Shirt,North,183,4,732,60,0.0,0.0,732.0
1236,2023-06-05,Clothing,Jeans,South,57,1,57,19,0.0,0.0,57.0
1237,2023-06-05,Books,Biography,North,48,3,144,39,0.0,0.0,144.0
1238,2023-06-05,Electronics,Tablet,Central,1246,2,2492,29,0.0,0.0,2492.0
1239,2023-06-05,Electronics,Headphones,East,345,3,1035,39,0.05,51.75,983.25
1240,2023-06-05,Electronics,Headphones,West,1733,5,8665,48,0.0,0.0,8665.0
1241,2023-06-05,Home,Coffee Maker,South,444,5,2220,60,0.0,0.0,2220.0
1242,2023-06-06,Books,Tech Manual,South,40,5,200,49,0.05,10.0,190.0
1243,2023-06-06,Electronics,Headphones,East,1977,4,7908,57,0.0,0.0,7908.0
1244,2023-06-06,Home,Coffee Maker,West,288,2,576,27,0.0,0.0,576.0
1245,2023-06-06,Clothing,Hat,East,35,2,70,19,0.0,0.0,70.0
1246,2023-06-06,Clothing,Jeans,East,71,6,426,33,0.05,21.3,404.7
1247,2023-06-06,Books,Science Book,Central,26,5,130,26,0.2,26.0,104.0
1248,2023-06-06,Books,Fiction Novel,East,30,3,90,44,0.0,0.0,90.0
1249,2023-06-06,Home,Lamp,East,257,4,1028,37,0.0,0.0,1028.0
1250,2023-06-06,Home,Lamp,West,480,1,480,29,0.0,0.0,480.0
1251,2023-06-07,Electronics,Smart Watch,Central,281,4,1124,56,0.0,0.0,1124.0
1252,2023-06-07,Clothing,Jacket,North,124,4,496,34,0.2,99.2,396.8
1253,2023-06-07,Home,Lamp,East,166,2,332,32,0.0,0.0,332.0
1254,2023-06-07,Electronics,Smart Watch,East,1786,4,7144,62,0.05,357.20000000000005,6786.8
1255,2023-06-07,Home,Lamp,Central,447,1,447,29,0.0,0.0,447.0
1256,2023-06-07,Clothing,Sneakers,South,96,3,288,35,0.0,0.0,288.0
1257,2023-06-08,Clothing,T-Shirt,North,142,1,142,67,0.0,0.0,142.0
1258,2023-06-08,Electronics,Laptop,West,1636,2,3272,38,0.0,0.0,3272.0
1259,2023-06-09,Electronics,Laptop,North,1358,4,5432,20,0.0,0.0,5432.0
1260,2023-06-09,Clothing,Jacket,West,188,2,376,66,0.0,0.0,376.0
1261,2023-06-10,Clothing,Hat,Central,118,3,354,44,0.0,0.0,354.0
1262,2023-06-10,Books,Cookbook,South,10,2,20,63,0.0,0.0,20.0
1263,2023-06-10,Home,Coffee Maker,East,146,5,730,58,0.0,0.0,730.0
1264,2023-06-10,Electronics,Laptop,West,2000,5,10000,39,0.0,0.0,10000.0
1265,2023-06-10,Electronics,Tablet,West,1957,2,3914,46,0.1,391.40000000000003,3522.6
1266,2023-06-10,Books,Biography,North,39,5,195,54,0.0,0.0,195.0
1267,2023-06-10,Books,Biography,West,26,1,26,25,0.15,3.9,22.1
1268,2023-06-10,Books,Tech Manual,West,32,5,160,58,0.0,0.0,160.0
1269,2023-06-10,Electronics,Headphones,North,658,2,1316,34,0.05,65.8,1250.2
1270,2023-06-10,Clothing,Jeans,West,143,6,858,32,0.2,171.60000000000002,686.4
1271,2023-06-11,Home,Lamp,West,440,1,440,32,0.15,66.0,374.0
1272,2023-06-12,Clothing,Jacket,Central,179,6,1074,23,0.0,0.0,1074.0
1273,2023-06-13,Clothing,Jeans,West,43,1,43,33,0.0,0.0,43.0
1274,2023-06-13,Electronics,Tablet,Central,1472,4,5888,49,0.0,0.0,5888.0
1275,2023-06-13,Clothing,Hat,North,147,4,588,67,0.0,0.0,588.0
1276,2023-06-13,Home,Coffee Maker,South,174,2,348,48,0.0,0.0,348.0
1277,2023-06-13,Clothing,Jacket,South,132,1,132,24,0.0,0.0,132.0
1278,2023-06-13,Clothing,T-Shirt,North,102,2,204,18,0.0,0.0,204.0
1279,2023-06-13,Clothing,Jeans,South,46,4,184,31,0.1,18.400000000000002,165.6
1280,2023-06-13,Books,Science Book,Central,19,1,19,51,0.2,3.8000000000000003,15.2
1281,2023-06-13,Electronics,Smart Watch,East,692,1,692,63,0.0,0.0,692.0
1282,2023-06-13,Electronics,Smart Watch,West,1965,2,3930,63,0.0,0.0,3930.0
1283,2023-06-13,Electronics,Laptop,East,909,4,3636,63,0.0,0.0,3636.0
1284,2023-06-13,Electronics,Laptop,West,1238,3,3714,63,0.0,0.0,3714.0
1285,2023-06-13,Books,Biography,East,20,4,80,33,0.0,0.0,80.0
1286,2023-06-14,Home,Coffee Maker,South,456,4,1824,49,0.15,273.59999999999997,1550.4
1287,2023-06-14,Books,Biography,West,14,2,28,34,0.0,0.0,28.0
1288,2023-06-14,Home,Desk Chair,North,58,4,232,52,0.0,0.0,232.0
1289,2023-06-14,Home,Lamp,South,350,3,1050,31,0.1,105.0,945.0
1290,2023-06-14,Home,Vacuum,South,432,3,1296,38,0.0,0.0,1296.0
1291,2023-06-14,Books,Fiction Novel,South,47,3,141,42,0.1,14.100000000000001,126.9
1292,2023-06-14,Books,Science Book,West,33,3,99,39,0.0,0.0,99.0
1293,2023-06-15,Home,Desk Chair,South,426,3,1278,29,0.0,0.0,1278.0
1294,2023-06-15,Clothing,Jacket,East,119,6,714,56,0.1,71.4,642.6
1295,2023-06-15,Books,Cookbook,East,23,3,69,25,0.0,0.0,69.0
1296,2023-06-16,Books,Science Book,Central,32,3,96,68,0.0,0.0,96.0
1297,2023-06-16,Clothing,Jacket,West,71,6,426,35,0.0,0.0,426.0
1298,2023-06-16,Books,Tech Manual,Central,13,1,13,18,0.0,0.0,13.0
1299,2023-06-16,Books,Tech Manual,West,23,4,92,57,0.05,4.6000000000000005,87.4
1300,2023-06-16,Electronics,Smart Watch,East,879,4,3516,68,0.0,0.0,3516.0
1301,2023-06-16,Books,Fiction Novel,West,11,2,22,36,0.05,1.1,20.9
1302,2023-06-16,Clothing,Sneakers,South,100,6,600,57,0.0,0.0,600.0
1303,2023-06-16,Books,Biography,East,27,3,81,51,0.15,12.15,68.85
1304,2023-06-17,Books,Tech Manual,South,19,1,19,45,0.15,2.85,16.15
1305,2023-06-17,Clothing,T-Shirt,West,71,6,426,47,0.0,0.0,426.0
1306,2023-06-17,Home,Vacuum,East,185,1,185,18,0.1,18.5,166.5
1307,2023-06-17,Electronics,Tablet,Central,1963,2,3926,28,0.0,0.0,3926.0
1308,2023-06-17,Books,Cookbook,East,38,1,38,22,0.0,0.0,38.0
1309,2023-06-17,Electronics,Headphones,North,1201,5,6005,32,0.2,1201.0,4804.0
1310,2023-06-17,Books,Fiction Novel,South,41,1,41,22,0.0,0.0,41.0
1311,2023-06-17,Electronics,Laptop,North,755,5,3775,26,0.0,0.0,3775.0
1312,2023-06-17,Books,Tech Manual,North,12,5,60,42,0.0,0.0,60.0
1313,2023-06-17,Electronics,Smartphone,North,1285,1,1285,22,0.1,128.5,1156.5
1314,2023-06-17,Clothing,Jeans,Central,30,2,60,64,0.0,0.0,60.0
1315,2023-06-17,Home,Lamp,West,335,1,335,36,0.1,33.5,301.5
1316,2023-06-17,Books,Science Book,North,21,1,21,36,0.0,0.0,21.0
1317,2023-06-17,Home,Desk Chair,North,53,3,159,28,0.05,7.95,151.05
1318,2023-06-18,Electronics,Laptop,West,1842,1,1842,33,0.0,0.0,1842.0
1319,2023-06-18,Home,Coffee Maker,Central,141,3,423,23,0.0,0.0,423.0
1320,2023-06-18,Electronics,Smartphone,East,962,2,1924,22,0.0,0.0,1924.0
1321,2023-06-18,Books,Fiction Novel,West,49,1,49,66,0.0,0.0,49.0
1322,2023-06-18,Books,Cookbook,East,29,4,116,48,0.0,0.0,116.0
1323,2023-06-18,Home,Bookshelf,East,471,5,2355,47,0.0,0.0,2355.0
1324,2023-06-18,Clothing,Sneakers,South,109,1,109,54,0.0,0.0,109.0
1325,2023-06-18,Home,Vacuum,Central,151,5,755,38,0.15,113.25,641.75
1326,2023-06-19,Electronics,Smartphone,Central,301,4,1204,33,0.0,0.0,1204.0
1327,2023-06-19,Home,Coffee Maker,East,160,4,640,64,0.15,96.0,544.0
1328,2023-06-19,Electronics,Smart Watch,South,1437,2,2874,34,0.0,0.0,2874.0
1329,2023-06-19,Books,Science Book,North,50,1,50,22,0.2,10.0,40.0
1330,2023-06-19,Electronics,Smartphone,Central,1146,2,2292,60,0.05,114.60000000000001,2177.4
1331,2023-06-19,Electronics,Laptop,East,430,5,2150,62,0.0,0.0,2150.0
1332,2023-06-19,Home,Coffee Maker,South,272,2,544,30,0.0,0.0,544.0
1333,2023-06-19,Books,Science Book,South,15,4,60,19,0.0,0.0,60.0
1334,2023-06-19,Electronics,Tablet,East,1841,3,5523,62,0.05,276.15000000000003,5246.85
1335,2023-06-20,Electronics,Smart Watch,West,558,4,2232,26,0.0,0.0,2232.0
1336,2023-06-20,Electronics,Smartphone,Central,1690,1,1690,34,0.0,0.0,1690.0
1337,2023-06-20,Home,Vacuum,Central,413,3,1239,34,0.15,185.85,1053.15
1338,2023-06-20,Clothing,Sneakers,East,74,4,296,21,0.0,0.0,296.0
1339,2023-06-20,Clothing,T-Shirt,South,89,4,356,61,0.05,17.8,338.2
1340,2023-06-20,Books,Fiction Novel,West,37,3,111,70,0.1,11.100000000000001,99.9
1341,2023-06-20,Books,Fiction Novel,South,13,1,13,61,0.0,0.0,13.0
1342,2023-06-20,Electronics,Smartphone,Central,967,2,1934,63,0.2,386.8,1547.2
1343,2023-06-20,Books,Tech Manual,Central,27,3,81,62,0.0,0.0,81.0
1344,2023-06-21,Clothing,Jeans,Central,130,4,520,37,0.0,0.0,520.0
1345,2023-06-21,Home,Desk Chair,West,205,5,1025,56,0.1,102.5,922.5
1346,2023-06-21,Books,Cookbook,Central,39,5,195,21,0.0,0.0,195.0
1347,2023-06-21,Electronics,Smart Watch,North,1920,2,3840,24,0.0,0.0,3840.0
1348,2023-06-21,Home,Vacuum,Central,132,4,528,44,0.0,0.0,528.0
1349,2023-06-22,Books,Biography,East,40,3,120,43,0.0,0.0,120.0
1350,2023-06-22,Electronics,Smart Watch,South,1221,5,6105,19,0.0,0.0,6105.0
1351,2023-06-22,Electronics,Headphones,West,769,4,3076,34,0.0,0.0,3076.0
1352,2023-06-22,Clothing,Hat,West,66,1,66,30,0.05,3.3000000000000003,62.7
1353,2023-06-22,Books,Fiction Novel,West,28,4,112,56,0.2,22.400000000000002,89.6
1354,2023-06-22,Electronics,Headphones,East,852,2,1704,65,0.0,0.0,1704.0
1355,2023-06-22,Home,Coffee Maker,Central,109,1,109,31,0.0,0.0,109.0
1356,2023-06-22,Home,Coffee Maker,East,414,5,2070,27,0.0,0.0,2070.0
1357,2023-06-22,Clothing,Hat,South,194,2,388,27,0.1,38.800000000000004,349.2
1358,2023-06-22,Home,Desk Chair,Central,258,5,1290,54,0.0,0.0,1290.0
1359,2023-06-23,Books,Fiction Novel,North,11,5,55,50,0.15,8.25,46.75
1360,2023-06-23,Home,Vacuum,East,189,1,189,31,0.0,0.0,189.0
1361,2023-06-23,Books,Science Book,South,46,4,184,52,0.0,0.0,184.0
1362,2023-06-23,Clothing,Jacket,Central,153,4,612,33,0.2,122.4,489.6
1363,2023-06-23,Electronics,Smartphone,North,1946,4,7784,59,0.0,0.0,7784.0
1364,2023-06-23,Books,Science Book,North,48,3,144,34,0.0,0.0,144.0
1365,2023-06-23,Clothing,Hat,East,176,1,176,36,0.0,0.0,176.0
1366,2023-06-23,Electronics,Tablet,North,2000,2,4000,42,0.0,0.0,4000.0
1367,2023-06-23,Home,Desk Chair,South,206,4,824,50,0.15,123.6,700.4
1368,2023-06-23,Books,Cookbook,West,46,1,46,39,0.05,2.3000000000000003,43.7
1369,2023-06-23,Home,Vacuum,North,167,4,668,58,0.15,100.2,567.8
1370,2023-06-23,Clothing,Hat,West,118,1,118,18,0.0,0.0,118.0
1371,2023-06-23,Home,Lamp,South,489,2,978,53,0.0,0.0,978.0
1372,2023-06-24,Clothing,Jacket,South,67,4,268,43,0.0,0.0,268.0
1373,2023-06-24,Books,Science Book,East,17,5,85,33,0.0,0.0,85.0
1374,2023-06-24,Books,Biography,South,12,1,12,67,0.0,0.0,12.0
1375,2023-06-24,Electronics,Tablet,East,768,5,3840,60,0.0,0.0,3840.0
1376,2023-06-24,Books,Science Book,Central,44,2,88,25,0.0,0.0,88.0
1377,2023-06-24,Home,Lamp,North,206,3,618,27,0.05,30.900000000000002,587.1
1378,2023-06-24,Clothing,Sneakers,South,33,4,132,60,0.0,0.0,132.0
1379,2023-06-24,Clothing,Sneakers,South,25,1,25,27,0.0,0.0,25.0
1380,2023-06-24,Home,Vacuum,North,58,1,58,57,0.0,0.0,58.0
1381,2023-06-24,Electronics,Headphones,Central,1536,3,4608,61,0.15,691.1999999999999,3916.8
1382,2023-06-24,Home,Bookshelf,North,374,2,748,49,0.0,0.0,748.0
1383,2023-06-24,Clothing,Hat,North,150,4,600,70,0.0,0.0,600.0
1384,2023-06-25,Books,Cookbook,West,14,3,42,19,0.0,0.0,42.0
1385,2023-06-25,Clothing,Jeans,East,22,2,44,41,0.0,0.0,44.0
1386,2023-06-25,Electronics,Laptop,West,644,3,1932,28,0.15,289.8,1642.2
1387,2023-06-25,Clothing,Jeans,West,99,3,297,26,0.1,29.700000000000003,267.3
1388,2023-06-25,Clothing,Jeans,West,162,1,162,28,0.0,0.0,162.0
1389,2023-06-25,Home,Desk Chair,North,340,1,340,65,0.0,0.0,340.0
1390,2023-06-25,Books,Science Book,North,22,1,22,27,0.0,0.0,22.0
1391,2023-06-25,Clothing,Jacket,East,124,4,496,33,0.0,0.0,496.0
1392,2023-06-25,Home,Desk Chair,North,477,1,477,26,0.05,23.85,453.15
1393,2023-06-25,Home,Coffee Maker,South,462,2,924,60,0.0,0.0,924.0
1394,2023-06-25,Books,Science Book,North,32,1,32,66,0.0,0.0,32.0
1395,2023-06-25,Books,Tech Manual,Central,40,1,40,55,0.0,0.0,40.0
1396,2023-06-25,Books,Biography,West,18,5,90,33,0.0,0.0,90.0
1397,2023-06-26,Electronics,Smart Watch,Central,908,1,908,32,0.05,45.400000000000006,862.6
1398,2023-06-26,Books,Tech Manual,North,39,5,195,24,0.0,0.0,195.0
1399,2023-06-26,Clothing,Jeans,South,200,1,200,59,0.0,0.0,200.0
1400,2023-06-26,Electronics,Headphones,West,1791,4,7164,56,0.0,0.0,7164.0
1401,2023-06-26,Clothing,T-Shirt,East,36,3,108,31,0.2,21.6,86.4
1402,2023-06-26,Home,Coffee Maker,South,186,5,930,25,0.0,0.0,930.0
1403,2023-06-26,Electronics,Laptop,Central,676,2,1352,55,0.0,0.0,1352.0
1404,2023-06-27,Electronics,Smart Watch,East,1857,4,7428,25,0.0,0.0,7428.0
1405,2023-06-27,Electronics,Smartphone,South,625,3,1875,52,0.1,187.5,1687.5
1406,2023-06-27,Clothing,T-Shirt,North,66,6,396,31,0.0,0.0,396.0
1407,2023-06-27,Books,Science Book,Central,17,2,34,41,0.0,0.0,34.0
1408,2023-06-27,Home,Coffee Maker,West,354,4,1416,54,0.0,0.0,1416.0
1409,2023-06-27,Clothing,Jeans,East,195,2,390,56,0.15,58.5,331.5
1410,2023-06-27,Clothing,Jeans,Central,152,4,608,24,0.0,0.0,608.0
1411,2023-06-27,Home,Bookshelf,West,400,4,1600,68,0.0,0.0,1600.0
1412,2023-06-27,Electronics,Smart Watch,East,768,4,3072,43,0.0,0.0,3072.0
1413,2023-06-27,Books,Cookbook,North,38,1,38,61,0.0,0.0,38.0
1414,2023-06-27,Home,Lamp,North,280,4,1120,58,0.0,0.0,1120.0
1415,2023-06-27,Home,Desk Chair,Central,407,4,1628,37,0.1,162.8,1465.2
1416,2023-06-27,Home,Bookshelf,North,267,2,534,46,0.0,0.0,534.0
1417,2023-06-27,Home,Lamp,Central,183,1,183,28,0.0,0.0,183.0
1418,2023-06-28,Electronics,Tablet,South,1874,3,5622,70,0.0,0.0,5622.0
1419,2023-06-28,Electronics,Smart Watch,East,436,2,872,64,0.2,174.4,697.6
1420,2023-06-28,Electronics,Smart Watch,South,1325,3,3975,35,0.0,0.0,3975.0
1421,2023-06-29,Electronics,Tablet,East,671,4,2684,40,0.0,0.0,2684.0
1422,2023-06-29,Home,Lamp,East,124,4,496,29,0.0,0.0,496.0
1423,2023-06-29,Home,Vacuum,Central,320,4,1280,29,0.0,0.0,1280.0
1424,2023-06-29,Home,Bookshelf,West,386,5,1930,32,0.0,0.0,1930.0
1425,2023-06-29,Electronics,Smart Watch,Central,1632,4,6528,53,0.0,0.0,6528.0
1426,2023-06-29,Electronics,Smart Watch,Central,826,1,826,68,0.1,82.60000000000001,743.4
1427,2023-06-29,Home,Lamp,North,467,4,1868,38,0.0,0.0,1868.0
1428,2023-06-29,Home,Vacuum,South,57,5,285,34,0.0,0.0,285.0
1429,2023-06-29,Clothing,T-Shirt,Central,191,1,191,59,0.2,38.2,152.8
1430,2023-06-29,Home,Desk Chair,East,278,5,1390,27,0.0,0.0,1390.0
1431,2023-06-29,Clothing,Jeans,Central,117,1,117,41,0.1,11.700000000000001,105.3
